index,caption_key,original_filename,preprocessed_file,subject,style_tags,training_caption,pixel_mean_abs_diff
1300,01300,img_1_1_0269(4457)_Scan_edit.jpg,01300.png,coastal landscape with rocks,landscape|ink wash|dramatic,"A rugged coastal landscape with jagged rocks extending into the sea, viewed from a low angle. The ink wash technique uses dense, textured brush strokes to depict the rocky surfaces, while softer washes create a misty horizon and turbulent sky. The interplay of light and shadow evokes a dramatic and contemplative atmosphere, landscape, ink wash, dramatic, traditional ink wash painting",0.0
1301,01301,img_3_1_0040.p(968)_Scan_edit.jpg,01301.png,Deer with antlers,detailed linework|minimal shading|monochrome,"A deer with antlers is depicted in profile, standing gracefully with its head lowered. The composition uses fine, detailed linework to capture the texture of the fur and antlers, with minimal shading. The monochrome ink emphasizes the delicate structure and natural elegance of the animal, creating a serene and contemplative atmosphere, detailed linework, minimal shading, monochrome, traditional ink wash painting",0.0
1302,01302,img_3_1_0613(4030)_Scan_edit.jpg,01302.png,sleeping fox on bamboo,delicate brushwork|monochrome|tranquil,"A small fox sleeps peacefully atop a stack of bamboo, centered in the composition. Delicate, fine brush strokes capture the texture of the fox's fur, contrasting with the bold, linear strokes of the bamboo. The monochrome ink wash creates a serene and tranquil atmosphere, with subtle variations in ink density adding depth, delicate brushwork, monochrome, tranquil, traditional ink wash painting",0.0
1303,01303,img_3_1_0380.p(1251)_Scan_edit.jpg,01303.png,Chestnuts in husks,ink wash|detailed textures|negative space,"Chestnuts nestled in spiky husks are placed centrally, with a focus on detailed textures. The ink wash employs fine, delicate brush strokes for the husks, contrasting with the smooth, darker washes of the chestnuts. The use of negative space enhances the natural, serene atmosphere, ink wash, detailed textures, negative space, traditional ink wash painting",0.0
1304,01304,img_2_1_0164(881)_Scan_edit.jpg,01304.png,young girl,delicate lines|negative space|serene mood,"A young girl is depicted in a three-quarter view, her gaze directed towards the viewer. The delicate brushwork captures the intricate patterns on her clothing, with fine lines defining her hair and facial features. The use of negative space highlights her serene expression, creating a gentle and contemplative atmosphere, delicate lines, negative space, serene mood, traditional ink wash painting",0.0
1305,01305,img_2_1_0035(491)_Scan_edit.jpg,01305.png,young person with headscarf,portrait|fine lines|serene,"A young person with a headscarf is depicted in a three-quarter view, positioned centrally. The ink wash technique uses fine, delicate brush strokes to outline facial features and hair, with subtle shading for depth. The scarf is detailed with gentle lines, creating a soft texture. The mood is serene and contemplative, with a focus on expression, portrait, fine lines, serene, traditional ink wash painting",0.0
1306,01306,img_1_1_0128(4092)_Scan_edit.jpg,01306.png,tree stump and landscape,landscape|ink wash|contrast,"A serene landscape with a prominent tree stump in the foreground, placed slightly left of center. The background features distant hills and sparse trees, rendered with soft, diluted ink washes. The foreground exhibits bold, dark brush strokes for the stump, contrasting with the lighter, airy strokes of the landscape. The atmosphere is tranquil and contemplative, landscape, ink wash, contrast, traditional ink wash painting",0.0
1307,01307,img_2_1_0124(5445)_Scan_edit.jpg,01307.png,,,,0.0
1308,01308,img_3_1_0235(1354)_Scan_edit.jpg,01308.png,traditional kettle,monochrome|ink gradients|negative space,"A traditional kettle is centrally placed, depicted with soft, flowing brush strokes. The ink density varies, creating subtle gradients that highlight the kettle's rounded form and spout. The handle is rendered with darker, more defined lines, contrasting with the lighter body. The use of negative space enhances the simplicity and elegance of the composition, evoking a calm, contemplative mood, monochrome, ink gradients, negative space, traditional ink wash painting",0.0
1309,01309,img_1_1_0376(561)_Scan_edit.jpg,01309.png,mountain landscape,landscape|expressive|monochrome,"A rugged mountain landscape fills the composition, with large rock formations dominating the scene. The brushwork is bold and expressive, using dense black ink to define the rocky textures, while lighter washes create depth and shadow. Sparse foliage is suggested with delicate, scattered strokes. The atmosphere is serene and timeless, capturing the essence of nature's grandeur, landscape, expressive, monochrome, traditional ink wash painting",0.0
1310,01310,img_3_1_0506(4563)_Scan_edit.jpg,01310.png,stack of towels,monochrome|textured|serene,"A stack of folded towels is placed to the right, with a crumpled towel on the left. The ink wash technique uses soft, textured brush strokes to convey the fluffy texture of the towels. The monochrome palette emphasizes the subtle variations in shading, creating a calm and serene atmosphere, monochrome, textured, serene, traditional ink wash painting",0.0
1311,01311,img_3_1_0100(369)_Scan_edit.jpg,01311.png,assorted fruits in a bowl,still life|ink wash|monochrome,"A still life composition of assorted fruits in a bowl, centrally placed with a focus on apples, grapes, and pears. The ink wash technique uses varied brush strokes and gradients to create depth and texture, with subtle shading and negative space enhancing the realism. The monochrome palette conveys a serene and contemplative atmosphere, still life, ink wash, monochrome, traditional ink wash painting",0.0
1312,01312,img_2_1_0368(601)_Scan_edit.jpg,01312.png,young girl seated,portrait|ink wash|minimalist,"A young girl is seated with her hands clasped, positioned slightly to the right. The ink wash technique uses soft, flowing brush strokes for her hair and delicate shading for facial features, creating a gentle contrast. The clothing is detailed with intricate patterns, while the background remains a minimalist white, enhancing the serene and contemplative mood, portrait, ink wash, minimalist, traditional ink wash painting",0.0
1313,01313,img_1_1_0241(6752)_Scan_edit.jpg,01313.png,sailboat and cliffs,landscape|detailed|tranquil,"A sailboat navigates a serene river flanked by towering cliffs, positioned centrally in the composition. The ink wash technique employs fine, detailed brush strokes to depict the rugged texture of the cliffs, with varying ink densities creating depth and contrast. The sky features subtle cloud formations and a faint sun, enhancing the tranquil atmosphere, landscape, detailed, tranquil, traditional ink wash painting",0.0
1314,01314,img_2_1_0374(3398)_Scan_edit.jpg,01314.png,,,,0.0
1315,01315,img_3_1_0636(2855)_Scan_edit.jpg,01315.png,Cupcake with physalis,ink wash|minimalist|detailed,"A cupcake with delicate frosting is centered, topped with a physalis fruit and its intricate leaves. The ink wash technique uses fine, controlled brush strokes for the leaves and frosting, with subtle gradients creating depth. The cupcake liner is detailed with vertical lines, emphasizing texture. The monochrome palette and negative space evoke a serene, minimalist atmosphere, ink wash, minimalist, detailed, traditional ink wash painting",0.0
1316,01316,img_1_1_0010(810)_Scan_edit.jpg,01316.png,leafless tree,monochrome|ink wash|nature,"A large, leafless tree dominates the center of the composition, its intricate branches sprawling outward. The ink wash technique uses varied brush strokes to depict the tree's texture, with dense ink for the trunk and lighter strokes for the branches. Sparse benches at the base add depth. The monochrome palette creates a serene, contemplative atmosphere, monochrome, ink wash, nature, traditional ink wash painting",0.0
1317,01317,img_3_1_0070.p(1950)_Scan_edit.jpg,01317.png,Butterfly on plant,delicate|intricate|negative space,"A butterfly perched delicately on a plant, occupying the center of the composition. The wings are rendered with intricate brush strokes, showcasing a blend of dense black ink and lighter washes to highlight patterns. The fine lines and subtle gradients create a sense of fragility and elegance, with negative space enhancing the airy atmosphere, delicate, intricate, negative space, traditional ink wash painting",0.0
